Hungarian,Finnish,Greek,Russian,Sanskrit,German,Nahuatl,Spanish,Italian,French,Irish,Welsh,English,Chinese,Vietnamese,Japanese,Korean,Tibetan,Thai,Indonesian,Turkish,Swahili,Hindi,Iti,Ifi,French2,French3,Frnch,French4,Flinch
napóra,aurinkokello,ηλιακό ωρολόγιο,солнечные часы,,sonnenuhr,,reloj de sol,meridiana,cadran solaire,suncial,swlglawdd,sundial,晷,sundial,日時計,해시계,,นาฬิกาแดด,jam bayangan matahari,gündüz,sundial,धूपघड़ी,,,,,,,
zsebóra,taskukello,ρολόι τσέπης,карманные часы,,taschenuhr,,reloj de bolsillo,orologio tascabile,montre de poche,uaireadóir póca,oriawr poced,pocket watch,袖珍手錶,đồng hồ bỏ túi,懐中時計,주머니 시계,,นาฬิกาพก,jam saku,cep saati,saa ya mfukoni,जेब घड़ी,,,,,,,
szivar,sikari,πούρο,сигары,,zigarre,,puros,sigari,cigares,todóg,sigâr,cigar,雪茄,điếu xì gà,シガー,시가,,ซิการ์,cerutu,puro,cigar,सिगार,,,,,,,
vizelde,pisuaari,ουρητήριο,писсуар,,urinal,,urinarios,orinatoio,urinoir,fualach,dringin,urinal,小便池,nước tiểu,便器,소변기,,เกี่ยวกับปัสสาวะ,perkemihan,pisuar,mkojo,मूत्रालय,,,,,,,
vécé papír,vessapaperi,χαρτί υγείας,туалетная бумага,,klopapier,,papel higiénico,carta igienica,papier toilette,páipéar leithris,papur toiled,toilet paper,衛生紙,giấy vệ sinh,トイレットペーパー,휴지,,กระดาษชำระ,tisu toilet,tuvalet kağıdı,karatasi ya choo,टॉयलेट पेपर,,,,,,,
hátvakaró,selänrapsutin,οπισθοδρομιστής,backscratcher,,rückenkratzer,,rascador de espalda,backscratcher,arrière,pacsaler,backscratcher,backscratcher,撓背器,backscratcher,バックスクラッチャー,백스 크래처,,ไม้เกาหลัง,penggaruk punggung,backcratcher,backscratcher,पीठ खुजाऊ यंत्र,,,,,,,
fújólámpa,puhalluslamppu,καμινέτο,паялка,,lötlampe,,soplete,fulmine,chalumeau,builletórt,chwythbrennau,blowtorch,噴燈,thuốc nổ,ガスバーナー,소형 발염 장치,,เครื่องเป่าลม,obor las,blowtorch,blowtorch,टांका लगाने का यंत्र,,,,,,,
véső,taltta,σμίλη,долото,,meißel,,cincel,scalpello,ciseau,slais,eingid,chisel,鑿子,cái đục,ノミ,속이다,,สิ่ว,pahat,keski,chisel,chisel,,,,,,,
crank,crank,μανιβέλα,мет,,crank,,manivela,manovella,manivelle,cantalóir,crank,crank,曲柄,tay quây,クランク,크랭크,,เหวี่ยง,crank,crank,crank,क्रैंक,,,,,,,
emelőrúd,sorkkarauta,λοστό,лом,,brecheisen,,palanca,spranga,biche de biche,craobh,nghrobar,crowbar,撬棍,xà beng,クローバー,바,,ชะแลง,linggis,levye,crowbar,रम्भा,,,,,,,
kalapácsot,nuija,ξύλινο σφυρί,молоток,,mallet,,mazo,mallet,maillet,matán,mallet,mallet,槌,mallet,マレット,망치,,ตะลุมพุก,martil,çekiç,mallet,mallet,,,,,,,
csákány,hakku,αξίνα,вырвать,,hacke,,piqueta,piccone,pioche,pickax,pickax,pickax,鎬,pickax,pickax,곡괭이,,พลั่ว,beliung,kazma,pickax,एक प्रकार का कुदाल,,,,,,,
zsebkés,linkkuveitsi,σουγιάς,карманный нож,,taschenmesser,,cuchillo de bolsillo,coltello tascabile,couteau de poche,pocógáil,pocketknife,pocketknife,小刀,dao bỏ túi,ポケットナイフ,포켓 나이프,,มีดพก,pisau saku,çakı,mfukoni,खुलने और बंधनेवाला चाक़ू,,,,,,,
polírozó,kiillotuskone,λουστραδόρος,лакерс,,poliermaschine,,pulidora,lucidatrice,polisseur,ponaill,pholiswyr,polisher,拋光劑,người đánh bóng,ポリッシャー,광택기,,เครื่องขัดเงา,penggosok,parlatıcı,polisher,पालिशगर,,,,,,,
kaparó,kaavin,ξύστρα,скребок,,schaber,,raspador,raschietto,raclette,scálaí,sgrafell,scraper,刮刀,cào,放牧,스크레이퍼,,มีดโกน,pengikis,kazıyıcı,mchanganyiko,खुरचनी,,,,,,,
csavarhúzó,ruuvimeisseli,κατσαβίδι,отвертка,,schraubenzieher,,destornillador,cacciavite,tournevis,scriúire,sgriwdreifer,screwdriver,螺絲刀,vít,ドライバー,드라이버,,ไขควง,obeng,tornavida,screwdriver,पेंचकस,,,,,,,
kalapács,leka,βαριοπούλα,кувалда,,vorschlaghammer,,maza,mazza,marteau,sleilín,sledgehammer,sledgehammer,大錘,búa tạ,大型ハンマー、大槌,강력한,,ค้อนขนาดใหญ่,godam,balyoz,sledgehammer,ताक़तवर,,,,,,,
forrasztópáka,juotin,συγκόλληση σιδήρου,паяльник,,lötkolben,,soldador,saldatura,fer à souder,iarann sádrála,haearn sodro,soldering iron,烙鐵,hàn sắt,はんだごて,납땜 인두,,หัวแร้ง,besi solder,havya,chuma cha kuuza,सोल्डरिंग आयरन,,,,,,,
satu,ruuvipuristin,μάγγαινα,визит,,schraubstock,,tornillo,morsa,vice,do thaobh,vise,vise,鉗子,vise,万力,바이스,,หนีบ,ragum,mengene,vise,शिकंजा,,,,,,,
éket,kiila,σφήνα,клин,,keil,,cuña,cuneo,cale,dib,lletema ’,wedge,楔子,nêm,ウェッジ,쐐기,,ลิ่ม,irisan,wedge,kabari,कील,,,,,,,
drótvágók,langanleikkurit,συρματοκόπτης,кусачки,,kabelschneider,,cortadores de alambre,pinza tagliafili,pinces coupantes,cuicrí sreinge,torwyr gwifren,wire cutters,電線切割器,máy cắt dây,ワイヤーカッター,와이어 커터,,เครื่องตัดลวด,pemotong kawat,tel kesiciler,wakataji wa waya,तार काटने वाला,,,,,,,
csavarkulcs,jakoavain,γαλλικο κλειδι,гаечный ключ,,zange,,llave,chiave inglese,clé,eochair,rwygo,wrench,扳手,wrench,レンチ,렌치,,ประแจ,kunci,burkmak,wrench,पाना,,,,,,,
Eszköztár,työkalupakki,εργαλειοθήκη,инструментарий,,toolbox,,caja de herramientas,cassetta degli attrezzi,boîte à outils,bosca uirlisí,offer blwch offer,toolbox,工具箱,toolbox,工具箱,공구 상자,,กล่องเครื่องมือ,toolbox,araç kutusu,sanduku la zana,toolbox,,,,,,,
csiszolópapír,hioa,γυαλόχαρτο,наждачная бумага,,sandpapier,,lija,carta vetrata,papier de verre,greanpháipéar,dywod,sandpaper,砂紙,giấy nhám,サンドペーパー,사포,,กระดาษทราย,amplas,zımpara,sandpaper,सैंडपेपर,,,,,,,
üllő,alasin,αμόνι,опоры,,amboss,,yunque,incudine,enclume,cuimhneamh,hanvil,anvil,鐵砧,anvil,アンビル,모루,,ทั่ง,anvil,örs,anvil,निहाई,,,,,,,
csatabárdot,kirves,τσεκούρι,топор,,beil,,hacha,ascia,hachette,gorfar,hetchet,hatchet,斧頭,rìu,手hatch,도끼,,ขวาน,kapak,balta,hatchet,कुल्हाड़ी,,,,,,,
fogó,pihdit,πένσα,плоскогубцы,,zange,,pinza,pinze,pinces,píopóirí,chefail,pliers,鉗,kềm,ペンチ,펜치,,คีม,tang,pense,plati,चिमटा,,,,,,,
ratchet,ratchet,αναστολεύς,ratchet,,ratchet,,ratchet,ratchet,ratchet,raidhse,ratchet,ratchet,棘輪,ratchet,ラチェット,래칫 휠 장치,,วงล้อ,ratchet,ratchet,ratchet,शाफ़्ट,,,,,,,
tűzőpisztoly,sinkiläpistooli,συρραπτικό,степлер,,tacker,,grapadora,pistola sparachiodi,agrafeuse,gunna stáplacha,gwn stwffwl,staple gun,主槍,súng chủ lực,ホチキス,스테이플러,,ปืนหลัก,pistol staples,zımba tabancası,bunduki kikuu,स्टेपल गन,,,,,,,
tölcsér,suppilon,χωνί,воронка,,trichter,,embudo,imbuto,entonnoir,treoraigh,twmffad,funnel,漏斗,phễu,漏斗,깔때기,,กรวย,corong,huni,funnel,कीप,,,,,,,
jégcsákány,jäähakku,κοπίδι για πάγο,ледоруб,,eispickel,,picahielo,rompighiaccio,pic à glace,oighear oighir,icepick,icepick,冰上,nhặt nước đá vụng,アイスピック,얼음 깨는 송곳,,น้ำแข็ง,alat pemecah es,icepick,icepick,हिमशैल,,,,,,,
mérőszalag,mittanauha,μετροταινία,рулетка,,maßband,,cinta métrica,metro a nastro,mètre à ruban,ribín tomhais,tap mesur,tape measure,捲尺,thươc dây,巻尺,줄자,,สายวัด,pita pengukur,bant,kipimo cha mkanda,नापने का फ़ीता,,,,,,,
ventilátor,puhallin,φυσητήρα,вентилятор,,gebläse,,soplador,blower,ventilateur,séid,chwythwr,blower,鼓風機,quạt gió,ブロワー,부는 사람,,เครื่องเป่าลม,blower,üfleyici,blower,ब्लोअर,,,,,,,
bungee,benji,μπάντζι,банджи,,bungee,,bungee,bungee,élastique,bungee,bynji,bungee,蹦極,bungee,バンジー,번지,,บันจี้จัม,bungee,bungee,bungee,बंजी,,,,,,,
strand labda,rantapallo,μπάλα θαλάσσης,пляжный мяч,,strandball,,pelota de playa,pallone da spiaggia,ballon de plage,liathróid trá,draeth,beachball,沙灘球,bóng bãi biển,ビーチボール,비치 볼,,ลูกบอลชายหาด,bola pantai,plaj topu,mpira wa miguu,समुद्र तट की गेंद,,,,,,,
babaház,nukkekoti,κουκλόσπιτο,кукольный дом,,puppenhaus,,dollhouse,dollhouse,dollhouse,teach dota,dollhouse,dollhouse,娃娃屋,nhà búp bê,ドールハウス,인형 집,,บ้านตุ๊กตา,rumah boneka,dollhouse,dollhouse,गुड़िया का घर,,,,,,,
dreidel,dreideli,dreidel,дрейдель,,dreidel,,dreidel,dreidel,dreidel,dideide,dreidel,dreidel,光明節陀螺,dreidel,ドレイデル,드레 이델,,เดรเดล,dreidel,dreidel,dreidel,dreidel,,,,,,,
hobbiló,harrastehevonen,χόμπι,конек,,steckenpferd,,caballo de batalla,hobbyhorse,loisir d'équitation,caitheamh aimsire caitheamh aimsire,hobyorse,hobbyhorse,木馬,sở thích,ホビーホース,목마,,งานอดิเรก,hobi berkuda,hobi atı,hobbyhorse,शौकिया घोड़ा,,,,,,,
hula karika,hula hula vanne,χούλα χουπ,обруч,,hula-hoop,,hula hoop,hula hoop,hula hoop,fonsa hula,cylch hula,hula hoop,呼啦圈,hula hoop,フラフープ,훌라후프,,ฮูลาฮูป,hula hoop,hula hoop,hula hoop,हूला हूप,,,,,,,
kaleidoszkóp,kaleidoskooppi,καλειδοσκόπιο,калейдоскоп,,kaleidoskop,,caleidoscopio,caleidoscopio,kaléidoscope,kaleidoscope,caleidosgopau,kaleidoscope,萬花筒,kaleidoscope,万華鏡,만화경,,ลานตา,kabe,kaleydoskop,kaleidoscope,कालीडोस्कोप,,,,,,,
lego,lego,lego,лего,,lego,,lego,lego,lego,lego,lego,lego,樂高,lego,レゴ,레고,,เลโก้,lego,lego,lego,लेगो,,,,,,,
márvány,marmoria,μάρμαρο,мрамор,,marble,,mármol,marmo,marbre,marscaim,marmoret,marble,彈珠,đá hoa,marble,대리석,,หินอ่อน,kelereng,mermer,marumaru,संगमरमर,,,,,,,
szélkerék,väkkärä,pinwheel,вертушка,,pinrad,,molinete,girandola,moulage,beithín bioráin,phinwel,pinwheel,風車,pinwheel,ピンホイール,바람개비,,ตะไบ,kincir,fırıldak,pinwheel,पिनव्हील,,,,,,,
pogo bot,hyppykeppi,μπαστούνι,pogo stick,,sprungstab,,saltador,pogo stick,bâton de pogo,bata pogo,ffon pogo,pogo stick,彈簧單高蹺,pogo stick,ポゴスティック,포고 스틱,,ฮอปเปอร์สติ๊ก,tongkat pogo,zıp zıp,fimbo ya pogo,एक प्रकार का खिलौना,,,,,,,
nyálka,lima,γλίτσα,ил,,schleim,,baba,melma,bave,caolchríoch,lyseddau,slime,黏液,chất nhờn,スライム,더러운 것,,เมือก,slime,sümük,mteremko,कीचड़,,,,,,,
vonatkészlet,junasetti,αμαξοστοιχία,поезда набор,,zugset,,juego de trenes,set di treni,train,tacar traenach,set trên,train set,動車組,bộ tàu,列車セット,기차 세트,,ชุดรถไฟ,set kereta,tren seti,seti ya treni,ट्रेन सेट,,,,,,,
tricikli,kolmipyörä,τρίκυκλο,трехколесный велосипед,,dreirad,,triciclo,triciclo,tricycle,trírothach,treiscyces,tricycle,三輪車,xe ba bánh,三輪車,세발 자전거,,รถสามล้อ,roda tiga,üç tekerlekli bisiklet,tricycle,tricycle,,,,,,,
jo-jó,yo-yo,γιογιό,йоу йоу,,yo-yo,,yoyó,yo-yo,yo-yo,yo-yo,yo-yo,yo-yo,悠悠球,yo-yo,ヨーヨー,요요,,โยโย่,yo-yo,yo-yo,yo-yo,योयो,,,,,,,
izé párna,whoopee -tyyny,μαξιλάρι,подушка,,furzkissen,,cojín whoopee,cuscino di avvio,coussin peteur,cushion whoopee,clustog whoopee,whoopee cushion,放屁墊,đệm whoopee,ブーブークッション,방구 방석,,วู้ปี้เบาะ,bantal whoopee,whoopee yastığı,whoopee mto,व्हूपी कुशन,,,,,,,
Frizbi,frisbee,frisbee,фрисби,,frisbee,,frisbee,frisbee,frisbee,(de chuid) na frisbee,ffrisbi,frisbee,飛盤,frisbee,フリスビー,프리즈 비,,ร่อน,frisbee,frizbi,frisbee,फ़्रिस्बी,,,,,,,
Teddi maci,nalle,αρκουδάκι,плюшевый мишка,,teddybär,,oso de peluche,orsacchiotto di peluche,ours en peluche,teidí,tedi,teddy bear,玩具熊,gấu bông,テディベア,테디 베어,,หมีเท็ดดี้,beruang teddy,oyuncak ayı,teddy bear,टेडी बियर,,,,,,,
közlekedési lámpa,liikennevalo,φανάρι,светофор,,ampel,,semáforo,semaforo,feu de circulation,solas tráchta,golau traffig,traffic light,紅綠燈,đèn giao thông,信号機,신호등,,ไฟจราจร,lampu lalulintas,trafik ışığı,taa ya trafiki,ट्रैफिक - लाइट,,,,,,,
jelzőtábla,liikennemerkki,πινακίδα,дорожный знак,,straßenschild,,señal de tráfico,segnale stradale,panneau de signalisation,comhartha bóthair,arwydd ffordd,road sign,路標,biển báo giao thông,道路標識,도로 표지판,,ป้ายถนน,rambu lalulintas,yol işareti,alama ya barabarani,सड़क चिह्न,,,,,,,
antenna,antenni,κεραία,антенна,,antenne,,antenas,antenna,antenne,antenna,antena,antenna,天線,anten,アンテナ,안테나,,เสาอากาศ,antena,anten,antenna,एंटीना,,,,,,,
pótkocsi,perävaunun,τρέιλερ,трейлер,,wohnwagen,,tráiler,rimorchi,caravane,leantóir,trelar,trailer,預告片,trailer,予告編,트레일러,,รถเทรลเลอร์,trailer,fragman,trela,ट्रेलर,,,,,,,
sí lift,hiihtohissi,τελεφερίκ,лыжный лифт,,skilift,,estiramiento de esquí,sciovia,remontées mécaniques,ardaitheoir sciála sciála,lifft,ski lift,滑雪纜車,thang máy trượt tuyết,スキーリフト,스키 리프트,,ลิฟท์สกี,lift ski,teleferik,kuinua ski,स्की लिफ्ट,,,,,,,
cigarettacsikk,savuke,αποτσίγαρο,окурок,,zigarettenstolben,,colilla de cigarrillo,mozzicone di sigaretta,mégot de cigarette,butt toitíní,casgen sigarét,cigarette butt,煙頭,mông thuốc lá,吸い殻,담배 꽁초,,ก้นบุหรี่,puntung rokok,sigara izmariti,kitako cha sigara,धूम्रपान का पीपा,,,,,,,
bőrönd,laukut,αποσκευές,багаж,,handgepäck,,maletas,valigia,bagage,bagáiste,bagiau,luggage,行李箱,hành lý,荷物,수하물,,สัมภาระ,koper,valiz,mzigo,सामान,,,,,,,
bonsai,bonsai,μπονσάι,бонсай,,bonsai,,bonsai,bonsai,bonsaï,bonsai,bonsai,bonsai,盆景,bonsai,盆栽,분재,,บอนไซ,bonsai,bonsai,bonsai,बोनसाई,,,,,,,
fenyőfa,mänty,πεύκο,сосна,,kiefer,,pino,pino,pin,crann péine,goeden,pine tree,松樹,cây thông,松の木,소나무,,ต้นสน,pohon pinus,çam ağacı,mti wa pine,देवदार का पेड़,,,,,,,
boxeralsó,bokserit,μποξεράκια,боксерские трусы,,boxer-shorts,,boxers,boxer,short boxeur,shorts dornálaí,siorts bocsiwr,boxer shorts,平角褲,quần lót ống rộng,ボクサーパンツ,복서 반바지,,กางเกงขาสั้นนักมวย,celana pendek petinju,boxer külot,shorts za boxer,बॉक्सर शॉर्ट्स,,,,,,,
melltartó,rintaliivit,σουτιέν,бюстгальтер,,bra,,bra,bra,bra,cíochbheart,brag,bra,胸圍,bh,ブラ,브래지어,,บรา,bra,sütyen,bra,bra,,,,,,,
